date,campaign_id,campaign_name,channel,region,device,age_group,impressions,clicks,leads,conversions,spend,revenue
2025-04-17,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,West,Tablet,35-44,32037,346,7,6,356.67,632.16
2025-04-08,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,North,Mobile,45-54,8325,333,14,8,323.76,686.88
2025-03-04,CMP-1013,Abandoned Cart Sequence,Email Marketing,East,Mobile,18-24,3796,500,84,53,55.11,3964.4
2025-02-16,CMP-1020,Gen Z Engagement Drive,TikTok Ads,South,Mobile,55+,2542,105,2,1,59.19,45.96
2025-06-20,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,Central,Mobile,25-34,11908,312,26,18,206.58,2244.24
2025-05-20,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,Central,Mobile,45-54,3125,40,3,2,152.34,340.02
2025-06-08,CMP-1011,Carousel - Best Sellers,Instagram Ads,East,Mobile,45-54,5772,198,11,8,184.29,643.12
2025-06-13,CMP-1008,Display Remarketing,Google Ads,East,Tablet,18-24,1615,42,6,4,111.74,539.68
2025-04-02,CMP-1014,VIP Customer Offers,Email Marketing,North,Tablet,55+,14913,1815,206,139,145.24,8367.8
2025-01-24,CMP-1007,Shopping Campaign,Google Ads,West,Tablet,18-24,7086,197,12,9,457.99,675.9
2025-04-03,CMP-1007,Shopping Campaign,Google Ads,West,Tablet,25-34,6819,178,17,9,391.32,984.51
2025-02-06,CMP-1001,Summer Sale Blast,Facebook Ads,East,Tablet,25-34,12440,209,12,9,350.2,960.93
2025-06-19,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,Central,Tablet,35-44,1973,15,1,0,95.74,0
2025-01-02,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,South,Desktop,25-34,3614,30,3,2,172.09,645.62
2025-02-09,CMP-1009,Influencer Collab Push,Instagram Ads,East,Desktop,25-34,7327,233,5,3,177.42,154.32
2025-01-21,CMP-1009,Influencer Collab Push,Instagram Ads,Central,Mobile,18-24,4177,155,8,4,243.57,202.68
2025-06-02,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,North,Desktop,25-34,42523,455,46,31,223.27,2395.37
2025-04-19,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,West,Mobile,55+,18205,781,18,13,398.81,593.58
2025-01-17,CMP-1011,Carousel - Best Sellers,Instagram Ads,South,Mobile,18-24,2271,77,3,2,102.99,133.78
2025-06-26,CMP-1007,Shopping Campaign,Google Ads,East,Desktop,18-24,2487,145,10,6,271.37,789.42
2025-03-25,CMP-1001,Summer Sale Blast,facebook ads,Central,Desktop,55+,11146,175,10,6,197.87,598.44
2025-04-04,CMP-1005,Search - Brand Terms,Google Ads,North,Tablet,35-44,2460,140,16,11,246.99,1570.69
2025-04-09,CMP-1014,VIP Customer Offers,Email Marketing,North,Desktop,18-24,11348,1161,142,81,116.17,6522.93
2025-05-10,CMP-1014,VIP Customer Offers,Email Marketing,West,Desktop,25-34,8076,966,89,64,125.6,5312.64
2025-01-26,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,West,Tablet,25-34,16530,567,14,10,369.2,702.7
2025-01-15,CMP-1001,Summer Sale Blast,Facebook Ads,South,Desktop,18-24,12941,374,29,16,303.37,1365.44
2025-02-07,CMP-1013,Abandoned Cart Sequence,Email Marketing,East,Tablet,45-54,11914,977,163,105,68.43,6915.3
2025-05-29,CMP-1015,Win-back Campaign,Email Marketing,East,Tablet,45-54,15896,2305,272,165,276.68,13234.65
2025-06-06,CMP-1022,Top Tier Affiliates,Affiliate Marketing,North,Mobile,35-44,94952,997,126,82,578.82,7175.82
2025-01-02,CMP-1012,Weekly Newsletter,Email Marketing,East,Mobile,35-44,16483,1378,229,135,192.99,7692.3
2025-01-15,CMP-1008,Display Remarketing,Google Ads,Central,Desktop,35-44,692,41,6,3,84.96,241.68
2025-01-12,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,West,Mobile,55+,21557,623,26,17,430.17,1257.66
2025-03-22,CMP-1008,Display Remarketing,Google Ads,North,Tablet,25-34,1023,30,2,1,78.81,89.29
2025-06-18,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,North,Tablet,25-34,2342,41,2,1,71.24,112.47
2025-02-09,CMP-1013,Abandoned Cart Sequence,Email Marketing,East,Desktop,45-54,5775,715,73,45,57.22,3607.65
2025-02-20,CMP-1008,Display Remarketing,Google Ads,South,Desktop,35-44,659,29,,2,63.69,144.04
2025-06-13,CMP-1012,Weekly Newsletter,Email Marketing,West,Desktop,45-54,44255,3806,823,584,342.57,33299.68
2025-04-21,CMP-1012,Weekly Newsletter,Email Marketing,North,Tablet,35-44,33846,3652,469,276,219.16,19435.92
2025-05-17,CMP-1010,Story Ads - Product Launch,Instagram Ads,East,Desktop,25-34,2625,68,2,1,71.17,67.43
2025-06-08,CMP-1012,Weekly Newsletter,Email Marketing,East,Desktop,35-44,38445,3610,1044,650,469.42,54229.5
2025-04-11,CMP-1006,Search - Generic Terms,Google Ads,Central,Tablet,18-24,2199,95,8,6,242.53,771.9
2025-01-11,CMP-1022,Top Tier Affiliates,Affiliate Marketing,South,Desktop,25-34,36615,476,32,19,262.34,1909.69
2025-04-10,CMP-1008,Display Remarketing,Google Ads,South,Tablet,18-24,1050,27,2,1,65.91,102.79
2025-04-10,CMP-1005,Search - Brand Terms,Google Ads,Central,Tablet,18-24,2864,169,13,9,262.14,998.01
2025-04-05,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,North,Desktop,55+,24777,446,8,6,379.47,751.38
2025-06-29,CMP-1010,Story Ads - Product Launch,Instagram Ads,East,Desktop,55+,1155,46,1,0,74.61,0
2025-05-25,CMP-1013,Abandoned Cart Sequence,Email Marketing,West,Desktop,45-54,4207,520,68,45,72.93,3697.2
2025-02-06,CMP-1013,Abandoned Cart Sequence,Email Marketing,North,Mobile,45-54,7955,743,131,80,44.62,5077.6
2025-04-10,CMP-1007,Shopping Campaign,Google Ads,Central,Mobile,25-34,3545,139,17,9,350.63,829.89
2025-02-02,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,North,Desktop,18-24,20826,252,4,3,277.78,207.36
2025-01-13,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,East,Desktop,18-24,3063,34,2,1,139.71,279.35
2025-05-01,CMP-1008,Display Remarketing,Google Ads,North,Desktop,35-44,1776,46,2,2,75.78,277.34
2025-04-01,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,South,Tablet,25-34,720,25,1,0,44.76,0
2025-02-18,CMP-1014,VIP Customer Offers,Email Marketing,Central,Mobile,55+,11248,1180,128,80,106.28,5592.8
2025-06-09,CMP-1009,Influencer Collab Push,Instagram Ads,West,Tablet,55+,10335,308,18,13,261.86,966.16
2025-03-13,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,West,Mobile,55+,14848,441,18,13,194.36,1602.77
2025-06-20,CMP-1005,Search - Brand Terms,Google Ads,Central,Mobile,55+,2007,111,7,5,261.61,383.15
2025-05-05,CMP-1020,Gen Z Engagement Drive,TikTok Ads,East,Mobile,35-44,3582,72,0,0,42.05,0
2025-03-26,CMP-1014,VIP Customer Offers,Email Marketing,South,Desktop,45-54,10796,1220,139,111,85.45,8382.72
2025-06-21,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,South,Mobile,45-54,19104,384,12,8,349.88,339.6
2025-01-30,CMP-1010,Story Ads - Product Launch,Instagram Ads,South,Mobile,35-44,2883,79,4,2,75.76,138.8
2025-06-06,CMP-1007,Shopping Campaign,Google Ads,South,Desktop,35-44,3868,224,38,24,488.9,3296.4
2025-01-12,CMP-1001,Summer Sale Blast,Facebook Ads,Central,Mobile,18-24,12576,371,12,9,330.83,903.78
2025-03-28,CMP-1015,Win-back Campaign,Email Marketing,West,Desktop,25-34,12147,1663,229,128,249.52,12533.76
2025-01-26,CMP-1020,Gen Z Engagement Drive,TikTok Ads,Central,,55+,4280,122,2,2,66.36,152.98
2025-05-15,CMP-1023,Coupon Site Partnerships,affiliate marketing,Central,Tablet,55+,14772,390,20,11,163.99,849.53
2025-05-12,CMP-1005,Search - Brand Terms,Google Ads,West,Tablet,25-34,3111,126,9,6,309.82,867.78
2025-05-26,CMP-1017,Sponsored Content - Whitepaper,linkedin ads,West,Tablet,18-24,3809,24,1,0,151.03,0
2025-02-21,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,West,Tablet,45-54,10990,222,9,7,133.64,506.38
2025-04-28,CMP-1001,Summer Sale Blast,Facebook Ads,South,Mobile,25-34,21830,334,17,13,344.9,1131.39
2025-03-24,CMP-1020,Gen Z Engagement Drive,TikTok Ads,South,Mobile,45-54,2684,98,1,1,48.38,57.47
2025-01-28,CMP-1012,Weekly Newsletter,Email Marketing,South,Mobile,18-24,19655,1769,336,198,230.09,19247.58
2025-03-21,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,Central,Tablet,45-54,7010,68,4,3,248.32,811.26
2025-02-04,CMP-1001,Summer Sale Blast,Facebook Ads,North,Tablet,25-34,10183,278,12,8,317.32,718.56
2025-06-12,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,Central,Desktop,25-34,6250,45,5,4,288.97,755.76
2025-05-21,CMP-1001,Summer Sale Blast,Facebook Ads,North,Tablet,18-24,16011,277,11,7,305.66,616
2025-05-09,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,Central,Mobile,55+,12634,211,15,12,183.67,1269.36
2025-01-15,CMP-1004,Brand Awareness Q2,Facebook Ads,Central,Tablet,45-54,6454,142,6,3,136.6,345.57
2025-03-20,CMP-1015,Win-back Campaign,email marketing,Central,Tablet,25-34,26400,2112,378,215,232.4,19113.5
2025-05-24,CMP-1017,Sponsored Content - Whitepaper,linkedin ads,Central,Desktop,25-34,2500,26,1,1,148.18,246.81
2025-05-20,CMP-1009,Influencer Collab Push,Instagram Ads,South,Desktop,55+,10459,205,12,7,246.3,534.24
2025-01-12,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,Central,Desktop,35-44,47710,792,25,17,428.16,1935.11
2025-06-13,CMP-1009,Influencer Collab Push,Instagram Ads,Central,Tablet,55+,6638,158,9,6,246.38,379.38
2025-04-03,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,East,Mobile,18-24,5140,55,3,2,306.65,685.28
2025-02-17,CMP-1018,Pre-roll - Product Demo,YouTube Ads,Central,Tablet,35-44,12483,191,4,3,198.98,384.3
2025-05-11,CMP-1005,Search - Brand Terms,Google Ads,West,Mobile,35-44,9093,271,18,14,333.42,1411.06
2025-04-18,CMP-1003,New Customer Acquisition,Facebook Ads,East,Tablet,18-24,4145,97,7,4,122.27,241.68
2025-02-15,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,South,Tablet,35-44,2380,30,2,1,192.85,223.41
2025-06-04,CMP-1001,Summer Sale Blast,Facebook Ads,East,,55+,37171,565,57,36,-469.04,4073.04
2025-04-24,CMP-1009,Influencer Collab Push,Instagram Ads,South,Tablet,55+,5259,172,5,3,253.15,321.24
2025-02-08,CMP-1005,Search - Brand Terms,Google Ads,Central,Tablet,18-24,2590,129,14,8,334.7,1012.72
2025-02-22,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,East,Desktop,35-44,28906,370,22,16,207.23,2161.92
2025-01-08,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,West,Desktop,18-24,2926,24,1,1,149.36,313.08
2025-05-05,CMP-1009,Influencer Collab Push,Instagram Ads,Central,Tablet,45-54,3914,137,5,4,165.33,397.72
2025-05-08,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,East,Tablet,35-44,1666,44,2,1,54.18,71.27
2025-02-01,CMP-1008,Display Remarketing,Google Ads,Central,Desktop,18-24,1164,58,6,4,81.72,373.52
2025-02-16,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,West,Mobile,18-24,2228,39,2,1,58.59,83.99
2025-05-02,CMP-1012,Weekly Newsletter,Email Marketing,North,Mobile,55+,14242,1269,155,126,190.4,9072
2025-03-13,CMP-1001,Summer Sale Blast,Facebook Ads,South,Mobile,18-24,3757,124,4,3,195.34,347.43
2025-02-16,CMP-1003,New Customer Acquisition,facebook ads,East,Desktop,55+,8401,184,6,3,171.95,189.36
2025-03-25,CMP-1014,VIP Customer Offers,Email Marketing,South,Desktop,55+,11387,1683,209,118,151.52,7666.46
2025-04-18,CMP-1022,Top Tier Affiliates,Affiliate Marketing,West,Mobile,18-24,12602,339,19,13,257.74,1598.87
2025-03-30,CMP-1011,Carousel - Best Sellers,Instagram Ads,Central,Desktop,35-44,3147,96,5,3,112.22,208.92
2025-05-09,CMP-1020,Gen Z Engagement Drive,TikTok Ads,West,Tablet,25-34,1595,67,2,1,57.03,51.72
2025-05-07,CMP-1005,Search - Brand Terms,Google Ads,East,Desktop,25-34,3825,145,17,11,377.34,1644.17
2025-03-26,CMP-1011,Carousel - Best Sellers,Instagram Ads,Central,Mobile,25-34,4285,93,2,2,127.68,215.04
2025-06-28,CMP-1001,Summer Sale Blast,Facebook Ads,South,Tablet,45-54,9527,282,14,8,237.13,527.68
2025-03-12,CMP-1006,Search - Generic Terms,Google Ads,West,Tablet,45-54,5324,197,12,8,262.24,599.76
2025-01-11,CMP-1003,New Customer Acquisition,Facebook Ads,East,Desktop,55+,5168,153,9,6,173.36,365.1
2025-05-11,CMP-1003,New Customer Acquisition,Facebook Ads,West,Mobile,18-24,3017,70,2,1,116.6,93.65
2025-06-24,CMP-1008,Display Remarketing,Google Ads,South,Mobile,55+,684,40,4,3,97.03,342.21
2025-06-11,CMP-1008,Display Remarketing,Google Ads,East,Mobile,25-34,1454,48,8,5,134.31,716.8
2025-02-04,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,North,Tablet,25-34,9875,398,14,9,302.53,372.33
2025-06-15,CMP-1011,Carousel - Best Sellers,Instagram Ads,Central,Tablet,35-44,14711,331,22,16,261.77,1758.56
2025-04-07,CMP-1008,Display Remarketing,Google Ads,Central,Tablet,35-44,1312,47,,1,86.7,128.01
2025-02-12,CMP-1009,Influencer Collab Push,Instagram Ads,South,Mobile,25-34,6678,185,4,2,183.61,108.4
2025-04-08,CMP-1001,Summer Sale Blast,Facebook Ads,East,Tablet,45-54,8658,213,10,6,333.01,485.16
2025-03-29,CMP-1007,Shopping Campaign,google ads,West,Mobile,55+,7705,309,44,27,451.61,1946.7
2025-01-09,CMP-1013,Abandoned Cart Sequence,Email Marketing,East,Tablet,35-44,7982,724,70,50,43.47,4346
2025-05-26,CMP-1015,Win-back Campaign,email marketing,East,Tablet,18-24,24139,2834,428,254,255.09,24897.08
2025-06-17,CMP-1011,Carousel - Best Sellers,Instagram Ads,Central,Desktop,45-54,3933,94,6,3,111.44,191.04
2025-02-22,CMP-1005,Search - Brand Terms,Google Ads,North,Mobile,35-44,3471,142,20,12,246.2,1250.76
2025-03-17,CMP-1003,New Customer Acquisition,Facebook Ads,South,Desktop,25-34,5142,162,10,5,172.73,365.7
2025-04-21,CMP-1003,New Customer Acquisition,Facebook Ads,West,Desktop,18-24,8817,164,9,7,149.74,744.1
2025-06-21,CMP-1011,Carousel - Best Sellers,Instagram Ads,Central,Desktop,35-44,2021,74,2,1,95.59,77.24
2025-03-17,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,Central,Tablet,25-34,14925,603,24,15,404.27,1093.8
2025-06-08,CMP-1007,Shopping Campaign,Google Ads,West,Mobile,55+,8719,252,42,31,510.73,2367.16
2025-06-24,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,South,Mobile,18-24,8000,188,16,9,154.21,801.09
2025-02-14,CMP-1006,Search - Generic Terms,Google Ads,East,Desktop,25-34,3249,193,18,14,348.53,1043.14
2025-03-01,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,North,Tablet,45-54,17035,632,24,16,316.45,706.08
2025-02-04,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,West,Desktop,25-34,22539,284,19,13,196.24,1760.98
2025-03-10,CMP-1005,Search - Brand Terms,Google Ads,Central,Tablet,45-54,4407,197,21,16,268.93,1651.36
2025-04-12,CMP-1009,Influencer Collab Push,Instagram Ads,South,Desktop,18-24,3172,105,3,2,148.23,210.22
2025-05-06,CMP-1018,Pre-roll - Product Demo,YouTube Ads,East,Mobile,25-34,22019,229,6,4,263.48,359.72
2025-04-26,CMP-1014,VIP Customer Offers,Email Marketing,East,Desktop,45-54,8602,923,136,90,92.38,6097.5
2025-02-24,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,North,Mobile,55+,3926,64,2,2,60.82,128.5
2025-05-20,CMP-1018,Pre-roll - Product Demo,YouTube Ads,South,Desktop,25-34,19158,387,6,5,236.3,407.4
2025-06-16,CMP-1014,VIP Customer Offers,Email Marketing,South,Desktop,18-24,14484,2025,398,231,141.77,19438.65
2025-03-08,CMP-1013,Abandoned Cart Sequence,Email Marketing,North,Tablet,35-44,3565,450,73,47,58.59,4378.05
2025-05-26,CMP-1005,Search - Brand Terms,Google Ads,East,Desktop,25-34,2917,138,14,8,321.54,820.24
2025-02-14,CMP-1015,Win-back Campaign,Email Marketing,North,Tablet,35-44,21245,2167,208,135,195.11,11389.95
2025-05-23,CMP-1009,Influencer Collab Push,Instagram Ads,South,Mobile,55+,6105,232,10,7,225.47,578.06
2025-04-03,CMP-1010,Story Ads - Product Launch,Instagram Ads,Central,Mobile,18-24,1754,40,1,0,52.74,0
2025-02-16,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,South,Desktop,55+,12545,207,20,12,182.55,1017.6
2025-03-27,CMP-1006,Search - Generic Terms,Google Ads,Central,Tablet,55+,4887,217,26,15,-352.82,2111.85
2025-06-10,CMP-1005,Search - Brand Terms,Google Ads,Central,Tablet,25-34,6040,241,37,23,461.38,1775.14
2025-04-04,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,East,Desktop,35-44,30049,607,35,25,212.7,2193.5
2025-06-19,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,East,Desktop,55+,5425,51,4,3,267.18,789.9
2025-04-23,CMP-1007,Shopping Campaign,Google Ads,East,Tablet,45-54,3316,135,18,12,376.51,900.96
2025-02-07,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,South,Tablet,25-34,16333,392,12,6,317.99,706.02
2025-01-11,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,South,Tablet,45-54,1658,36,1,1,62.37,91.46
2025-03-16,CMP-1008,Display Remarketing,Google Ads,East,Mobile,55+,850,25,1,1,64.36,149.58
2025-03-20,CMP-1006,Search - Generic Terms,Google Ads,North,Desktop,25-34,2000,73,8,5,201.37,577.2
2025-01-23,CMP-1012,Weekly Newsletter,Email Marketing,North,Tablet,35-44,25504,2451,342,193,294.14,15100.32
2025-06-20,CMP-1018,Pre-roll - Product Demo,YouTube Ads,West,Desktop,35-44,14298,326,5,4,244.71,264.2
2025-05-31,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,North,Desktop,18-24,22949,856,43,27,556.8,1479.33
2025-03-15,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,Central,Tablet,45-54,3723,35,3,2,198.14,308.28
2025-01-01,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,North,Tablet,55+,20553,483,10,8,367.63,515.84
2025-04-13,CMP-1015,Win-back Campaign,Email Marketing,North,Mobile,55+,31922,3122,324,200,281,14710
2025-03-24,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,West,Tablet,25-34,31232,887,46,26,363.83,1932.84
2025-03-26,CMP-1001,Summer Sale Blast,Facebook Ads,Central,Tablet,45-54,5409,165,9,5,283.23,559.2
2025-06-04,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,Central,Desktop,45-54,24129,485,56,38,325.56,5300.62
2025-04-27,CMP-1010,Story Ads - Product Launch,Instagram Ads,South,Mobile,18-24,2463,68,3,2,75.47,124.2
2025-05-17,CMP-1011,Carousel - Best Sellers,Instagram Ads,South,Tablet,25-34,4953,161,5,3,161.33,182.46
2025-05-14,CMP-1013,Abandoned Cart Sequence,Email Marketing,East,Desktop,25-34,17142,1464,,106,73.21,9904.64
2025-02-25,CMP-1014,VIP Customer Offers,Email Marketing,East,Tablet,18-24,7471,733,88,55,88.08,5147.45
2025-03-21,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,South,Mobile,18-24,3660,41,4,2,149.01,669.86
2025-01-11,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,West,Mobile,25-34,3378,50,3,2,289.09,469.66
2025-03-16,CMP-1010,Story Ads - Product Launch,Instagram Ads,West,Desktop,45-54,2195,54,1,1,69.47,63.62
2025-06-03,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,South,Tablet,35-44,20160,377,19,12,445.27,1100.52
2025-02-03,CMP-1014,VIP Customer Offers,Email Marketing,South,Desktop,45-54,25046,2139,373,224,128.34,20310.08
2025-02-15,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,East,Tablet,25-34,73861,746,17,12,402.96,810
2025-04-24,CMP-1012,Weekly Newsletter,Email Marketing,Central,Tablet,45-54,36093,3696,512,344,258.72,33973.44
2025-03-11,CMP-1005,Search - Brand Terms,Google Ads,East,Desktop,35-44,2712,134,16,9,357.87,1039.86
2025-04-05,CMP-1020,Gen Z Engagement Drive,TikTok Ads,South,Desktop,55+,3178,89,2,1,65.32,72.9
2025-05-10,CMP-1006,Search - Generic Terms,Google Ads,Central,Mobile,35-44,4619,188,21,12,286.36,930.84
2025-01-01,CMP-1005,Search - Brand Terms,Google Ads,South,Mobile,45-54,2985,146,10,6,339.18,676.38
2025-06-25,CMP-1004,Brand Awareness Q2,Facebook Ads,Central,Mobile,55+,3533,94,4,2,148.63,123.22
2025-06-17,CMP-1018,Pre-roll - Product Demo,YouTube Ads,South,Mobile,45-54,13436,305,6,4,204.76,240.92
2025-01-20,CMP-1005,Search - Brand Terms,Google Ads,Central,Desktop,55+,3286,140,14,12,299.89,1546.8
2025-01-10,CMP-1007,Shopping Campaign,Google Ads,East,Desktop,55+,5032,232,17,13,333.05,950.43
2025-05-19,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,South,Desktop,45-54,7427,179,10,6,127.19,697.74
2025-01-28,CMP-1006,Search - Generic Terms,Google Ads,West,Tablet,35-44,1978,113,14,9,258.95,976.68
2025-01-04,CMP-1012,Weekly Newsletter,Email Marketing,North,Desktop,45-54,21172,2672,241,185,187.09,10800.3
2025-01-31,CMP-1007,Shopping Campaign,Google Ads,East,Mobile,18-24,4898,266,35,21,378.77,2466.45
2025-01-03,CMP-1008,Display Remarketing,Google Ads,South,Desktop,45-54,1454,49,5,3,79.21,335.1
2025-04-04,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,North,Tablet,18-24,28772,633,30,17,310.5,1036.83
2025-02-18,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,North,Mobile,35-44,19262,470,15,8,432.69,534.56
2025-01-05,CMP-1022,Top Tier Affiliates,Affiliate Marketing,East,Mobile,25-34,39252,683,48,35,252.75,3275.3
2025-02-01,CMP-1009,Influencer Collab Push,Instagram Ads,South,Desktop,18-24,11691,311,10,6,243.21,327.72
2025-05-12,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,West,Desktop,45-54,2000,18,1,1,96.48,238.53
2025-05-26,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,Central,Mobile,25-34,2326,57,4,2,73.26,149.9
2025-06-04,CMP-1007,Shopping Campaign,Google Ads,North,Tablet,35-44,7665,335,72,41,644.55,5386.17
2025-04-19,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,South,Desktop,18-24,3939,65,3,1,72.45,102.34
2025-01-08,CMP-1009,Influencer Collab Push,Instagram Ads,North,Desktop,25-34,3861,134,5,3,194.4,313.05
2025-06-12,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,West,Tablet,25-34,59411,808,,52,339.72,5361.2
2025-01-20,CMP-1018,Pre-roll - Product Demo,YouTube Ads,North,Mobile,35-44,15859,360,5,3,219.99,376.86
2025-06-26,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,Central,Tablet,55+,21840,273,20,11,150.42,972.95
2025-05-16,CMP-1005,Search - Brand Terms,Google Ads,Central,Desktop,45-54,4428,155,18,11,254.63,1356.96
2025-04-08,CMP-1022,Top Tier Affiliates,Affiliate Marketing,West,Desktop,55+,42460,535,24,16,375.17,1567.2
2025-03-05,CMP-1010,Story Ads - Product Launch,Instagram Ads,North,Tablet,35-44,1277,40,1,1,46.66,61.46
2025-01-11,CMP-1001,Summer Sale Blast,Facebook Ads,East,Mobile,18-24,3667,128,6,4,220.54,464.8
2025-02-28,CMP-1003,New Customer Acquisition,Facebook Ads,South,Mobile,18-24,6881,128,7,4,143.97,241.36
2025-05-25,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,North,Desktop,18-24,1741,31,1,0,54.25,0
2025-05-21,CMP-1007,Shopping Campaign,Google Ads,Central,Desktop,18-24,2800,161,10,7,319.1,514.78
2025-06-17,CMP-1006,Search - Generic Terms,Google Ads,Central,Tablet,18-24,3590,149,15,9,281.74,1288.26
2025-03-21,CMP-1011,Carousel - Best Sellers,Instagram Ads,South,Mobile,55+,2422,86,3,2,112.31,135.06
2025-02-02,CMP-1009,Influencer Collab Push,Instagram Ads,South,Mobile,18-24,8115,168,7,5,214.34,303.8
2025-05-18,CMP-1010,Story Ads - Product Launch,Instagram Ads,North,Tablet,18-24,1683,50,2,1,45.82,103.49
2025-01-04,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,South,Tablet,55+,3093,43,3,2,231.74,310.34
2025-05-15,CMP-1011,Carousel - Best Sellers,Instagram Ads,North,Mobile,35-44,2417,73,3,2,101.33,218.22
2025-03-13,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,East,Mobile,35-44,11105,221,3,2,257.1,168.04
2025-01-21,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,East,Desktop,25-34,4938,40,3,2,162.14,556.34
2025-04-24,CMP-1004,Brand Awareness Q2,Facebook Ads,East,Desktop,18-24,4680,117,3,2,143.37,172.76
2025-05-09,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,Central,Desktop,18-24,5660,30,3,1,111.14,178.25
2025-02-21,CMP-1001,Summer Sale Blast,Facebook Ads,South,Tablet,18-24,12434,189,8,5,211.75,538.55
2025-06-26,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,South,Mobile,18-24,3012,25,1,1,149.58,325.07
2025-03-22,CMP-1007,Shopping Campaign,Google Ads,North,Tablet,55+,3556,138,9,7,322.07,547.19
2025-03-19,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,East,Mobile,35-44,13392,150,9,6,124.59,576.06
2025-01-14,CMP-1009,Influencer Collab Push,Instagram Ads,West,Tablet,45-54,9865,220,8,5,251.26,445.9
2025-02-08,CMP-1014,VIP Customer Offers,Email Marketing,East,Desktop,55+,15631,1807,288,163,126.55,10940.56
2025-06-14,CMP-1015,Win-back Campaign,Email Marketing,North,Desktop,18-24,58880,6630,1490,971,397.84,61561.4
2025-04-03,CMP-1004,Brand Awareness Q2,Facebook Ads,Central,Desktop,18-24,3462,98,4,2,166.42,214.2
2025-02-20,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,East,Desktop,25-34,1623,50,3,2,42.28,208.94
2025-03-03,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,West,Desktop,55+,5263,40,3,2,212.27,698.44
2025-06-05,CMP-1011,Carousel - Best Sellers,Instagram Ads,West,Desktop,18-24,4521,137,9,5,201.4,264.25
